ID,Txid,Vout,Signature,PubKey,Value,PubKeyHash,TransactionID
184,ajEsgTwo1uc3wnluZ0eyv9Oae0JURCZPm0MfxMqYKEI=,0,drsvO+WBE5J45mXMwlnTrtWz2s683ydaZ4ff0y8xkFbSCV8VO1pyUtEH8OnL8FmNrEUGAcgB6nr8ZbtlyjQAhw==,kowJvTnDwFTX+lTny85UnUa3owZAQRbMW5dyfmfxnyOpd43aiPFytYz2tTRHr/onoC0xjTY5aUdY1SZrUOdvew==,3628.7983,kR0/T6LDC4MpDGtMKZUPt4YjJ2M=,mzoAT0a7enJCngYzpZLb9NN4EqYH1ODR9nQQtaciFM8=
185,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
186,jIxzc3eqf5YL7dCqeSvwLVD6siybBZgPvhG2HU5/R2M=,0,o+0fKo4l+4mkNfmmWFZApuq5UB628lNxsyEDmTOSO5nf2ar0ysdyUYbyfRFx5s0zy/hNAncbjYtHL4innS4bsw==,MrNT1rzHwli28te3+x5jnZ+xlw5GNwzORPj537VPyIacRqdk1srynN++iHiIeh4Piv858fOEgy9t3Lp2M4lDLw==,7838.9243,nuPPZSVWI5NO8lHf6Mka1uPAU7M=,GMEoECwBXQ9CobMiwm11DX5e0H65aU5uTaBrBVbCXE4=
187,jIxzc3eqf5YL7dCqeSvwLVD6siybBZgPvhG2HU5/R2M=,0,o+0fKo4l+4mkNfmmWFZApuq5UB628lNxsyEDmTOSO5nf2ar0ysdyUYbyfRFx5s0zy/hNAncbjYtHL4innS4bsw==,MrNT1rzHwli28te3+x5jnZ+xlw5GNwzORPj537VPyIacRqdk1srynN++iHiIeh4Piv858fOEgy9t3Lp2M4lDLw==,5485.8296,tsfZ6e3dU+ImlpELlIayluBQ168=,GMEoECwBXQ9CobMiwm11DX5e0H65aU5uTaBrBVbCXE4=
188,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
189,jVZ6zYJefVgq/PrIxhNwbipWRDEa6sxRmZYP78Oc2GU=,0,DLoyBcENabM9XWfWEHo78qG2KYhjhq9XtxRz7iL5Xvf/K4hC/4ociN8vSaUsRUYftDqfREiVyJ3ZgTRjHpGsXQ==,7YiWl4bt8RbhUShjImfGxU1QxEbtLvH3enQIm/aAkTuet18SrDBpQHodk76/Y4bFLbKuUBF7+bacaQ3rUQa8xA==,18702.857,rjZovaYCBkJNlP4N23mBfVX3v4c=,MSU5d9A5SB1JtjFlgv1EZhITXKfFqqDgdbrmx/2UllI=
190,jVZ6zYJefVgq/PrIxhNwbipWRDEa6sxRmZYP78Oc2GU=,0,DLoyBcENabM9XWfWEHo78qG2KYhjhq9XtxRz7iL5Xvf/K4hC/4ociN8vSaUsRUYftDqfREiVyJ3ZgTRjHpGsXQ==,7YiWl4bt8RbhUShjImfGxU1QxEbtLvH3enQIm/aAkTuet18SrDBpQHodk76/Y4bFLbKuUBF7+bacaQ3rUQa8xA==,18037.209,t02UkMeC5p89j6Cx2gyeaQ2iLZ0=,MSU5d9A5SB1JtjFlgv1EZhITXKfFqqDgdbrmx/2UllI=
191,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
192,/ER0/wMY1UmKDhitJVVTEhynQk0/cZ5fcP0jeAlfdag=,0,MHEPFaQyB77xd5BiRBxQjbWxZHMcLZ+YA9z9rITVc9NmvlwKQ7kaa4Rho2hOKlNbnZopoyPwHJUBDVKrY6hLXQ==,zYQq3ea/KeVawcT77simUAEpREQe1rzyAwoL9KjJHJQBTk/gxt4PPv3//QL7xPft9CsV6PORo4UWOfqea7RJoA==,1005.7552,hIw/uR21UtgYPThC4UTUhjSi9/U=,2almpx5J698l2ry55owRawPaVjSzWTNUAWs82hftHJY=
193,/ER0/wMY1UmKDhitJVVTEhynQk0/cZ5fcP0jeAlfdag=,0,MHEPFaQyB77xd5BiRBxQjbWxZHMcLZ+YA9z9rITVc9NmvlwKQ7kaa4Rho2hOKlNbnZopoyPwHJUBDVKrY6hLXQ==,zYQq3ea/KeVawcT77simUAEpREQe1rzyAwoL9KjJHJQBTk/gxt4PPv3//QL7xPft9CsV6PORo4UWOfqea7RJoA==,6289.4966,lUoqakcC34jWHrCffSLedObvIt4=,2almpx5J698l2ry55owRawPaVjSzWTNUAWs82hftHJY=
194,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
195,0Bnwhx/BoH+eKLkvBHyGWc00eS27+DWIp7cigVLbZrs=,0,h6NHdveszvk2EAluGQ1U+hj7BKLVWdwbzS3drun1m71NQWWLG64XjCEyUlLY/G2XY7+64BQNF5ijRi02G5SNlA==,FZiYfbMgO5P83iJGap/jaF4qJ0nTBaeklVnwOw4svX6obk7EJ766gbJce4KGDMyXfs9Tj4SBcSAwl+u8sDEHSA==,5718.9595,lUoqakcC34jWHrCffSLedObvIt4=,u/CzYp5wJcvXHwdQFv0If6l71ztkAsLAfUIoCvr6QcI=
196,0Bnwhx/BoH+eKLkvBHyGWc00eS27+DWIp7cigVLbZrs=,0,h6NHdveszvk2EAluGQ1U+hj7BKLVWdwbzS3drun1m71NQWWLG64XjCEyUlLY/G2XY7+64BQNF5ijRi02G5SNlA==,FZiYfbMgO5P83iJGap/jaF4qJ0nTBaeklVnwOw4svX6obk7EJ766gbJce4KGDMyXfs9Tj4SBcSAwl+u8sDEHSA==,3039.267,6ZkFXgilVIMVA6ju7lhOEk+EtBQ=,u/CzYp5wJcvXHwdQFv0If6l71ztkAsLAfUIoCvr6QcI=
197,ajEsgTwo1uc3wnluZ0eyv9Oae0JURCZPm0MfxMqYKEI=,0,RQ6xeOgg8lIL9N3jG6jZZ7yUD13pYEaX86fovCLF06zWTELKo135BnjSmx4IsTAboqIE/tthEFgtL3ngLamdLA==,kowJvTnDwFTX+lTny85UnUa3owZAQRbMW5dyfmfxnyOpd43aiPFytYz2tTRHr/onoC0xjTY5aUdY1SZrUOdvew==,5133.7793,lUoqakcC34jWHrCffSLedObvIt4=,VTpcHPzkJ+iQMrOM0KsZRVTpE0WXN/Q0DZlD4u/obgQ=
198,ajEsgTwo1uc3wnluZ0eyv9Oae0JURCZPm0MfxMqYKEI=,0,RQ6xeOgg8lIL9N3jG6jZZ7yUD13pYEaX86fovCLF06zWTELKo135BnjSmx4IsTAboqIE/tthEFgtL3ngLamdLA==,kowJvTnDwFTX+lTny85UnUa3owZAQRbMW5dyfmfxnyOpd43aiPFytYz2tTRHr/onoC0xjTY5aUdY1SZrUOdvew==,5085.6504,kR0/T6LDC4MpDGtMKZUPt4YjJ2M=,VTpcHPzkJ+iQMrOM0KsZRVTpE0WXN/Q0DZlD4u/obgQ=
199,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
200,NoMFET8iJE6tQAGvnZnakb6+22sWn4Ff8sAuAtPc/3c=,0,Z3+q82G3sqUNp3DjWaKd3q3MZfKSfV++o8cVTk/9eugGdh2XTloi4nvYZ33mm2x7edgnSO3cKC4h6raBsDh8Sw==,9WEmfz8tub0tIPzWQEJD9undIDcP4Uyzk4ubCvYah33pOPPSGW6xnaj/AtCAUqt3smkkA6A8xPDPgSzIaGvSdw==,2463.0085,GUaGdKKP/CckBByQzD0NI+sla+k=,bXL1L4ibWg8Nxgxpbjsl3YfVEsIZqnYn+SrQYcnCEOc=
201,NoMFET8iJE6tQAGvnZnakb6+22sWn4Ff8sAuAtPc/3c=,0,Z3+q82G3sqUNp3DjWaKd3q3MZfKSfV++o8cVTk/9eugGdh2XTloi4nvYZ33mm2x7edgnSO3cKC4h6raBsDh8Sw==,9WEmfz8tub0tIPzWQEJD9undIDcP4Uyzk4ubCvYah33pOPPSGW6xnaj/AtCAUqt3smkkA6A8xPDPgSzIaGvSdw==,28.085693,ZutDKKcaGfVdn8FGb03AOEnbMd8=,bXL1L4ibWg8Nxgxpbjsl3YfVEsIZqnYn+SrQYcnCEOc=
202,zqKppinglCJcFliq67zamHyhVCmLTBrqXue1EsI/viM=,0,aA6GdJUcGn/7elNvBNJANwTK6IuuMMeRJfKVU/uEOb3jor/C8Bp0ALmbuN5YTSa3gbDjsRoxKSVl8bGW9NbrJA==,MEXArzx3OgZevRnEfcgpyqVIQylAxrQSURj6C8tVPfWMM13zQ5BaLVx01T919xBse45Cx7qQXfnvM/ge5QBxgw==,1951.3228,68+irMdGYabftwi487uiLsSdP/s=,1IQBCkH/q3TkVQuHtqy8E5Kx6UcUJvBn70wHpT3SVZQ=
203,zqKppinglCJcFliq67zamHyhVCmLTBrqXue1EsI/viM=,0,aA6GdJUcGn/7elNvBNJANwTK6IuuMMeRJfKVU/uEOb3jor/C8Bp0ALmbuN5YTSa3gbDjsRoxKSVl8bGW9NbrJA==,MEXArzx3OgZevRnEfcgpyqVIQylAxrQSURj6C8tVPfWMM13zQ5BaLVx01T919xBse45Cx7qQXfnvM/ge5QBxgw==,124.55322,xfaFpTzH+HttilRBtxAOlYnAni4=,1IQBCkH/q3TkVQuHtqy8E5Kx6UcUJvBn70wHpT3SVZQ=
204,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
205,y0iovh2f1HKLOuUNp6im1N9WvN2Cw+ExjvmwoNvVgDM=,0,Vru3Mnqs6UFoFPdJskD5G7U+gaqwAya6RpBdtzwJ3BEqg468wNRbTDhee9/QtGpnjpCedBUudcbU9sQXmBovkg==,kKEs9PG+SgO3Iapzsm0BP7dA7gVzDwgVJyWUoSL8FNtx2j/xHhcbYQVIS0mFFAo/KJfqW4DOBzRgcRPHUWYZPg==,198.74861,t02UkMeC5p89j6Cx2gyeaQ2iLZ0=,368toPa53U3RMiap5YN0oNRCgJ8jFDryQTybnHftZnk=
206,y0iovh2f1HKLOuUNp6im1N9WvN2Cw+ExjvmwoNvVgDM=,0,Vru3Mnqs6UFoFPdJskD5G7U+gaqwAya6RpBdtzwJ3BEqg468wNRbTDhee9/QtGpnjpCedBUudcbU9sQXmBovkg==,kKEs9PG+SgO3Iapzsm0BP7dA7gVzDwgVJyWUoSL8FNtx2j/xHhcbYQVIS0mFFAo/KJfqW4DOBzRgcRPHUWYZPg==,153.88145,Qs5SUicycXUL3l0p/eieo13U59s=,368toPa53U3RMiap5YN0oNRCgJ8jFDryQTybnHftZnk=
207,jVZ6zYJefVgq/PrIxhNwbipWRDEa6sxRmZYP78Oc2GU=,0,uYk3iUoryrfYTkO8HLxClKpYa8GSHRHCEvTJqB85K25yXjKiClp7iKvYpzBIS3Xw0Ry1e6jTHDKLqN03DRK32A==,7YiWl4bt8RbhUShjImfGxU1QxEbtLvH3enQIm/aAkTuet18SrDBpQHodk76/Y4bFLbKuUBF7+bacaQ3rUQa8xA==,5160.4424,NbUhxC81oHRBgbR+9HNVqHUNCfE=,HyG/MAmSLARV2Gno9BP0ZdxHB/ycZzSSVAZh0quGiEs=
208,jVZ6zYJefVgq/PrIxhNwbipWRDEa6sxRmZYP78Oc2GU=,0,uYk3iUoryrfYTkO8HLxClKpYa8GSHRHCEvTJqB85K25yXjKiClp7iKvYpzBIS3Xw0Ry1e6jTHDKLqN03DRK32A==,7YiWl4bt8RbhUShjImfGxU1QxEbtLvH3enQIm/aAkTuet18SrDBpQHodk76/Y4bFLbKuUBF7+bacaQ3rUQa8xA==,31579.625,t02UkMeC5p89j6Cx2gyeaQ2iLZ0=,HyG/MAmSLARV2Gno9BP0ZdxHB/ycZzSSVAZh0quGiEs=
209,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
210,NoMFET8iJE6tQAGvnZnakb6+22sWn4Ff8sAuAtPc/3c=,0,oteq6IL40VZ5JKWUESWKAA6yDLeer5azMsbiFeYdqjiu67fYUYifmOKqNeGh7vIpOCwiU5CVv8HKie7uTC6h2w==,9WEmfz8tub0tIPzWQEJD9undIDcP4Uyzk4ubCvYah33pOPPSGW6xnaj/AtCAUqt3smkkA6A8xPDPgSzIaGvSdw==,1535.8053,MVelT1KhZRYMBq7EyOJd3SeYiAo=,79JDpwa5WtgUvjdbjzFCcZytahdwVGt9jOHYwQuOPLQ=
211,NoMFET8iJE6tQAGvnZnakb6+22sWn4Ff8sAuAtPc/3c=,0,oteq6IL40VZ5JKWUESWKAA6yDLeer5azMsbiFeYdqjiu67fYUYifmOKqNeGh7vIpOCwiU5CVv8HKie7uTC6h2w==,9WEmfz8tub0tIPzWQEJD9undIDcP4Uyzk4ubCvYah33pOPPSGW6xnaj/AtCAUqt3smkkA6A8xPDPgSzIaGvSdw==,955.28894,ZutDKKcaGfVdn8FGb03AOEnbMd8=,79JDpwa5WtgUvjdbjzFCcZytahdwVGt9jOHYwQuOPLQ=
212,gcvzI/duMOtpSc6vdEstvYGOv+LH39qx1smXVsLo+ZQ=,0,ED8EuiQLicXWJAddgA1iysNSzVfXcpG931V1uhltfEdr6oE92WIxXRL+6jYEBTdcx2GEuf7NQlvFC81olEbuew==,nM6x9pAZmP62sw5sNaN8vPvlb5/sp4GJYRNv7HUxD33bg3krPF/XsVISeTUoyBVp7O60eXmsFHLu1hDdfaLRjA==,10502.523,mzL43aQtEm4DF/4C1fb1z+xF1Ms=,mygglGfkj9S6ppc28M0p8elY906yRaMob30iBZJqaqE=
213,gcvzI/duMOtpSc6vdEstvYGOv+LH39qx1smXVsLo+ZQ=,0,ED8EuiQLicXWJAddgA1iysNSzVfXcpG931V1uhltfEdr6oE92WIxXRL+6jYEBTdcx2GEuf7NQlvFC81olEbuew==,nM6x9pAZmP62sw5sNaN8vPvlb5/sp4GJYRNv7HUxD33bg3krPF/XsVISeTUoyBVp7O60eXmsFHLu1hDdfaLRjA==,2904.4912,x5qCyTFTv8wlh7qOG9ANm7yLVgI=,mygglGfkj9S6ppc28M0p8elY906yRaMob30iBZJqaqE=
214,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
215,3ldV3tnEO2nLNdr2xjLcVbqSFQ59GBE64ltyGHAmnd4=,0,fGhuh0BK7/B/WziIB6Tja7LYrbgUiP4O3ZvacvW89O6VLHcxLN2CE+YkcxwiOZDvJjkj4p/D7aqE1vG1BRxPLQ==,5gAoHFiEMRE6+9AUTU6ZWwquvmur63I3ckgGvLHwWBFJCLWjdGGo1Fkgi2ufswTQKMcf77pDTxx5ENy+WUX7SA==,154.64629,rsqVvE7dyMmghHzwxOFXqVC5ed0=,POs4I6RfEmePIbTu7LQfJwxJEcGs09d41m4IgV2lICA=
216,3ldV3tnEO2nLNdr2xjLcVbqSFQ59GBE64ltyGHAmnd4=,0,fGhuh0BK7/B/WziIB6Tja7LYrbgUiP4O3ZvacvW89O6VLHcxLN2CE+YkcxwiOZDvJjkj4p/D7aqE1vG1BRxPLQ==,5gAoHFiEMRE6+9AUTU6ZWwquvmur63I3ckgGvLHwWBFJCLWjdGGo1Fkgi2ufswTQKMcf77pDTxx5ENy+WUX7SA==,448.27966,5vjrvctBPFxPsD/m4FHECCckdfs=,POs4I6RfEmePIbTu7LQfJwxJEcGs09d41m4IgV2lICA=
217,jVZ6zYJefVgq/PrIxhNwbipWRDEa6sxRmZYP78Oc2GU=,0,mwZLIgQXris5XpqtjEMJzMkgagvsQxVA0yPYUy/J54/KP1VLc6I1TYh5SSoghcJmPy2EW2SrCWfyXpa9Fab3Gg==,7YiWl4bt8RbhUShjImfGxU1QxEbtLvH3enQIm/aAkTuet18SrDBpQHodk76/Y4bFLbKuUBF7+bacaQ3rUQa8xA==,8944.171,CsHreLLhdrdmOtnXOVdurALVxE0=,YfJTl+J6KzLuXwYnCDXmo83nfSODecN1eCMQF/j+5lI=
218,jVZ6zYJefVgq/PrIxhNwbipWRDEa6sxRmZYP78Oc2GU=,0,mwZLIgQXris5XpqtjEMJzMkgagvsQxVA0yPYUy/J54/KP1VLc6I1TYh5SSoghcJmPy2EW2SrCWfyXpa9Fab3Gg==,7YiWl4bt8RbhUShjImfGxU1QxEbtLvH3enQIm/aAkTuet18SrDBpQHodk76/Y4bFLbKuUBF7+bacaQ3rUQa8xA==,27795.895,t02UkMeC5p89j6Cx2gyeaQ2iLZ0=,YfJTl+J6KzLuXwYnCDXmo83nfSODecN1eCMQF/j+5lI=
219,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
220,jVZ6zYJefVgq/PrIxhNwbipWRDEa6sxRmZYP78Oc2GU=,0,B/K35ULlJIfVbCPcvh0ob3tFi41x6/KtZWpRy50DQlfAnSlLjVyO80mV0t1Qlfb8tDzEYKwQwejckZR+WyroLA==,7YiWl4bt8RbhUShjImfGxU1QxEbtLvH3enQIm/aAkTuet18SrDBpQHodk76/Y4bFLbKuUBF7+bacaQ3rUQa8xA==,812.24524,aYcyTiBIbJjOzlz3qHt6w/rF+xA=,2eiNX6Y0MRVdkRpara0XYw6wf4bmUZN89we9Ji0WV0c=
221,jVZ6zYJefVgq/PrIxhNwbipWRDEa6sxRmZYP78Oc2GU=,0,B/K35ULlJIfVbCPcvh0ob3tFi41x6/KtZWpRy50DQlfAnSlLjVyO80mV0t1Qlfb8tDzEYKwQwejckZR+WyroLA==,7YiWl4bt8RbhUShjImfGxU1QxEbtLvH3enQIm/aAkTuet18SrDBpQHodk76/Y4bFLbKuUBF7+bacaQ3rUQa8xA==,35927.82,t02UkMeC5p89j6Cx2gyeaQ2iLZ0=,2eiNX6Y0MRVdkRpara0XYw6wf4bmUZN89we9Ji0WV0c=
222,y0iovh2f1HKLOuUNp6im1N9WvN2Cw+ExjvmwoNvVgDM=,0,54wmzLjETDjnV/RzfX1ZHs41OdWZesmUbkTCvFWydv1pEpkLRtoEic616qF9Itjb6iqekRAc746kPEIxf+y8zg==,kKEs9PG+SgO3Iapzsm0BP7dA7gVzDwgVJyWUoSL8FNtx2j/xHhcbYQVIS0mFFAo/KJfqW4DOBzRgcRPHUWYZPg==,179.22762,QCCHt/d3PKxjapIU2d0g3Cykr0k=,rbfCC1l08hBWPtVZtfATqciFShs5seOWinhzRziz6a4=
223,y0iovh2f1HKLOuUNp6im1N9WvN2Cw+ExjvmwoNvVgDM=,0,54wmzLjETDjnV/RzfX1ZHs41OdWZesmUbkTCvFWydv1pEpkLRtoEic616qF9Itjb6iqekRAc746kPEIxf+y8zg==,kKEs9PG+SgO3Iapzsm0BP7dA7gVzDwgVJyWUoSL8FNtx2j/xHhcbYQVIS0mFFAo/KJfqW4DOBzRgcRPHUWYZPg==,173.40245,Qs5SUicycXUL3l0p/eieo13U59s=,rbfCC1l08hBWPtVZtfATqciFShs5seOWinhzRziz6a4=
224,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
225,0Bnwhx/BoH+eKLkvBHyGWc00eS27+DWIp7cigVLbZrs=,0,jOfvfh17UTczAlR3wgtzDxr5VOAbRDDYPPe9t0NAjUtVnNMpDI+oxbSCDy+4oz4SkxA7cPXY3kZkA0r66GWXdg==,FZiYfbMgO5P83iJGap/jaF4qJ0nTBaeklVnwOw4svX6obk7EJ766gbJce4KGDMyXfs9Tj4SBcSAwl+u8sDEHSA==,4353.91,LFBwraHgEJTc9B1vE8rzA8E/QRU=,+8HF9ojXhpOhiJEZ/QyznZeTf9Gz6gRXIYh6hVB4w2M=
226,0Bnwhx/BoH+eKLkvBHyGWc00eS27+DWIp7cigVLbZrs=,0,jOfvfh17UTczAlR3wgtzDxr5VOAbRDDYPPe9t0NAjUtVnNMpDI+oxbSCDy+4oz4SkxA7cPXY3kZkA0r66GWXdg==,FZiYfbMgO5P83iJGap/jaF4qJ0nTBaeklVnwOw4svX6obk7EJ766gbJce4KGDMyXfs9Tj4SBcSAwl+u8sDEHSA==,4404.3164,6ZkFXgilVIMVA6ju7lhOEk+EtBQ=,+8HF9ojXhpOhiJEZ/QyznZeTf9Gz6gRXIYh6hVB4w2M=
227,zqKppinglCJcFliq67zamHyhVCmLTBrqXue1EsI/viM=,0,m2lrISYglC4i8H1JnpNgyGi8TtGoRvaeZ2fAL0ncVdVD9LWYyye2FQXeD9XfSRGf8fYMEF3e/xwFbEx45mEIHA==,MEXArzx3OgZevRnEfcgpyqVIQylAxrQSURj6C8tVPfWMM13zQ5BaLVx01T919xBse45Cx7qQXfnvM/ge5QBxgw==,1307.2708,NVRqO3EQ8zE8MQmnSXniihg1JHU=,ui0pkszsq24j4YQzMGaodRzV36iTkbW1tv0ziBTPams=
228,zqKppinglCJcFliq67zamHyhVCmLTBrqXue1EsI/viM=,0,m2lrISYglC4i8H1JnpNgyGi8TtGoRvaeZ2fAL0ncVdVD9LWYyye2FQXeD9XfSRGf8fYMEF3e/xwFbEx45mEIHA==,MEXArzx3OgZevRnEfcgpyqVIQylAxrQSURj6C8tVPfWMM13zQ5BaLVx01T919xBse45Cx7qQXfnvM/ge5QBxgw==,768.6052,xfaFpTzH+HttilRBtxAOlYnAni4=,ui0pkszsq24j4YQzMGaodRzV36iTkbW1tv0ziBTPams=
229,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
230,gcvzI/duMOtpSc6vdEstvYGOv+LH39qx1smXVsLo+ZQ=,0,HCSD3JpZdQe0mHL39VwujnDeOw/DLwJY8kgQ+zAeCHz2EuaMzTfDQEUMKIpq7lPVSUq7qqnXUzOnndNSo3zxEQ==,nM6x9pAZmP62sw5sNaN8vPvlb5/sp4GJYRNv7HUxD33bg3krPF/XsVISeTUoyBVp7O60eXmsFHLu1hDdfaLRjA==,9926.435,Q6PIidrknQC1wdB/31b32oVET5c=,XUXksqquLsb3z1rV24uhzTOtZA5xM0c/FhpWbdbDESY=
231,gcvzI/duMOtpSc6vdEstvYGOv+LH39qx1smXVsLo+ZQ=,0,HCSD3JpZdQe0mHL39VwujnDeOw/DLwJY8kgQ+zAeCHz2EuaMzTfDQEUMKIpq7lPVSUq7qqnXUzOnndNSo3zxEQ==,nM6x9pAZmP62sw5sNaN8vPvlb5/sp4GJYRNv7HUxD33bg3krPF/XsVISeTUoyBVp7O60eXmsFHLu1hDdfaLRjA==,3480.58,x5qCyTFTv8wlh7qOG9ANm7yLVgI=,XUXksqquLsb3z1rV24uhzTOtZA5xM0c/FhpWbdbDESY=
232,ajEsgTwo1uc3wnluZ0eyv9Oae0JURCZPm0MfxMqYKEI=,0,hYGG+5ONrZknFqn+hOnkluaRhcunJwRI15YYoVBWKPatgeWcQ65CGrYEe2oiH8iF+8a+e2wrldLdDdyv3ssuFg==,kowJvTnDwFTX+lTny85UnUa3owZAQRbMW5dyfmfxnyOpd43aiPFytYz2tTRHr/onoC0xjTY5aUdY1SZrUOdvew==,2109.7202,NIox22LMQ/wx/pUMMqwwdkGTr/I=,sOaVLFQOH92s1lY3X2g+3G4rIv9vRZCQenxcncCHEXI=
233,ajEsgTwo1uc3wnluZ0eyv9Oae0JURCZPm0MfxMqYKEI=,0,hYGG+5ONrZknFqn+hOnkluaRhcunJwRI15YYoVBWKPatgeWcQ65CGrYEe2oiH8iF+8a+e2wrldLdDdyv3ssuFg==,kowJvTnDwFTX+lTny85UnUa3owZAQRbMW5dyfmfxnyOpd43aiPFytYz2tTRHr/onoC0xjTY5aUdY1SZrUOdvew==,8109.7095,kR0/T6LDC4MpDGtMKZUPt4YjJ2M=,sOaVLFQOH92s1lY3X2g+3G4rIv9vRZCQenxcncCHEXI=
234,,-1,,UmV3YXJkIHRvICcxRHFCa2J2amVBRnNNS2pBWjZkc0RmSzdlcnFyOTZuZTFyJw==,1.0,jL5zYGpBADKdONvdw8R96b1WTfI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
235,0Bnwhx/BoH+eKLkvBHyGWc00eS27+DWIp7cigVLbZrs=,0,th7cCr7u2XRoGahRlikYO73K7xQQxaUv7TNxBcrnpDfguMsxoyyKgn238ETZRjAlKAidz+WGwB/lPPKs7T8CRA==,FZiYfbMgO5P83iJGap/jaF4qJ0nTBaeklVnwOw4svX6obk7EJ766gbJce4KGDMyXfs9Tj4SBcSAwl+u8sDEHSA==,1110.9674,0QMheB3zWKCZjjpW9hBbDqBaOk4=,Ex6zihJnMRFkBTJO6OfWlqxdJl+11cdzoPL3iOUp/68=
236,0Bnwhx/BoH+eKLkvBHyGWc00eS27+DWIp7cigVLbZrs=,0,th7cCr7u2XRoGahRlikYO73K7xQQxaUv7TNxBcrnpDfguMsxoyyKgn238ETZRjAlKAidz+WGwB/lPPKs7T8CRA==,FZiYfbMgO5P83iJGap/jaF4qJ0nTBaeklVnwOw4svX6obk7EJ766gbJce4KGDMyXfs9Tj4SBcSAwl+u8sDEHSA==,7647.2593,6ZkFXgilVIMVA6ju7lhOEk+EtBQ=,Ex6zihJnMRFkBTJO6OfWlqxdJl+11cdzoPL3iOUp/68=
237,3ldV3tnEO2nLNdr2xjLcVbqSFQ59GBE64ltyGHAmnd4=,0,c34NvttPnkKv+hWr+5xcIDlYUS0/1RadBoj5H04EKEirWE7VynsrPi19VQ2nFCpqypbuhMKsD1+jqfIacwEs1g==,5gAoHFiEMRE6+9AUTU6ZWwquvmur63I3ckgGvLHwWBFJCLWjdGGo1Fkgi2ufswTQKMcf77pDTxx5ENy+WUX7SA==,371.38495,+y3RkV2EP0bNHYpT8cTYmyImRoc=,PsdgHYzHa6JqsGbQ09pO2FXV2vL+vsIVvLYP96uAoUc=
