BlockHash,ID
AAjH0WxyvyoTNRBlB/9liYCU2f+TzkT0NbVXJ1+oU/8=,josKQW3p5S4dHEYTd5ZrFNRGJkbnLlGdam15wAYwVDE=
AAjH0WxyvyoTNRBlB/9liYCU2f+TzkT0NbVXJ1+oU/8=,vYrZ9/Wf/h92oGJraFGS5cLcdw4JGOjgPbjsHyB4gkQ=
AAjH0WxyvyoTNRBlB/9liYCU2f+TzkT0NbVXJ1+oU/8=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAyf7ZUjEhalFkspfB8AuwkSRkZvlLCwxoEJw6Dg7eI=,4EDbqN77Wn2qLaVMKff9SHFO+V+u5HtudPGeIYw5okA=
AAyf7ZUjEhalFkspfB8AuwkSRkZvlLCwxoEJw6Dg7eI=,4crtFXVLUS+2B1SigLiMX3aJt1+j5tHJkLDp/y5AnIM=
AAyf7ZUjEhalFkspfB8AuwkSRkZvlLCwxoEJw6Dg7eI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAJl08dZjH5YqRlUFAlcwCCZakJDw8pZB0S5UN9GlLQ=,vaw6U6M7niVgNMxsPkdGjZd95XKmXwzgywSmgn/SN5o=
AAJl08dZjH5YqRlUFAlcwCCZakJDw8pZB0S5UN9GlLQ=,7yrFuLCMD2yaBhi92m4E+59jbN2uBzme0WpXQyDfbFM=
AAJl08dZjH5YqRlUFAlcwCCZakJDw8pZB0S5UN9GlLQ=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAcxvFQJ8JeLen46PiUVEV2bC+3omJ8a9R8DWRwBT5c=,95Jy9kgqSVE2D3TEQl0+TCQPDOgB9/O1I4fQpRuljH4=
AAcxvFQJ8JeLen46PiUVEV2bC+3omJ8a9R8DWRwBT5c=,rVXiimeiGQ4vWABnhS9iAqAFX4hp/JNalTOMQ3khsa8=
AAcxvFQJ8JeLen46PiUVEV2bC+3omJ8a9R8DWRwBT5c=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAO69a4gHCahWGbPj9X33SruK4sSImPUnqW1dd4RqXs=,7DXo/TM+DH2LiMKmZdya7fkLGV9iHXUHmq9wyEifvH4=
AAO69a4gHCahWGbPj9X33SruK4sSImPUnqW1dd4RqXs=,oleNPnfMBwls11TYb8FVOqmSLhqandWPnpsHM+p/GvM=
AAO69a4gHCahWGbPj9X33SruK4sSImPUnqW1dd4RqXs=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AArV7AR4u+MTz7B6/57kBtAei0sqwxCQK0FQQzmDEt8=,xJE7IbbnztE6+Urz7ccMzCRC0WD2H3LzBthEET4ULrg=
AArV7AR4u+MTz7B6/57kBtAei0sqwxCQK0FQQzmDEt8=,jajhcxZmS2HWCsIqN2uzrAzc3qEOgb7SA6coJvTJD0w=
AArV7AR4u+MTz7B6/57kBtAei0sqwxCQK0FQQzmDEt8=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAZc3FtSf/DO94+i9tAlXT1RrbXgQj9ET/1qzNVb2r8=,Jy99PWo0unkaHyYYXuFZ/Rx3RUxXc6eQH1dUTZJ0OPM=
AAZc3FtSf/DO94+i9tAlXT1RrbXgQj9ET/1qzNVb2r8=,nAlQDlJTE0Dug1QbvJxYZ4KdoTfmsHSumj64BKqD2d8=
AAZc3FtSf/DO94+i9tAlXT1RrbXgQj9ET/1qzNVb2r8=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAvHtcNdNIB/thbBMJEKt3qaqdq20++t7jMoV/TyBjw=,edCy3KGH0ILLoai6RI/tODQYgwmNzeiFdm1gnzXvPy8=
AAvHtcNdNIB/thbBMJEKt3qaqdq20++t7jMoV/TyBjw=,Bv2uHDf9QkPk6DEh5a4Rnz/Pr9xyPo3fq8/x9gzDPTY=
AAvHtcNdNIB/thbBMJEKt3qaqdq20++t7jMoV/TyBjw=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAEaXL+VSl+cSds40fwdaf/EbbAzNcFNo3wHHs8BXvg=,tn6rYVjmKKdd7J8oyMbAqtE1gqhuWhjwsjQ9kmtuhnY=
AAEaXL+VSl+cSds40fwdaf/EbbAzNcFNo3wHHs8BXvg=,N4fnzrXtj4ZNCPe6T1R5CkdHLsIG6fo8VNe3YY6mbLE=
AAEaXL+VSl+cSds40fwdaf/EbbAzNcFNo3wHHs8BXvg=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AA2e6Og28XVsb5rd7YTtU9EgkCQ9x20cmiXy0iSB5Zo=,h7Oz4g29qfYW7cIKlnWwJ4vm/62IyFLQOvy3zTH3gzU=
AA2e6Og28XVsb5rd7YTtU9EgkCQ9x20cmiXy0iSB5Zo=,SlCACm2+f6ye5eBYHkach6vqFnYegSZkfd1qAyWVFLI=
AA2e6Og28XVsb5rd7YTtU9EgkCQ9x20cmiXy0iSB5Zo=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAevA5So7P7JOWvVD++LJXVmLAeLkxxXIMISwbuWXhk=,HgHk3pjeXee0B5U6jM4Ws6lstIkcilwh2CJl7Gw8yrw=
AAevA5So7P7JOWvVD++LJXVmLAeLkxxXIMISwbuWXhk=,vL25W2n/nuMMmv28JrFv7lJN8R7PJHk/L32s9jbT89g=
AAevA5So7P7JOWvVD++LJXVmLAeLkxxXIMISwbuWXhk=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AA36mncluUVZLOIh//YPK9yQzfiY2869VwSfzDUZMf0=,S7I2qiJZbxeut0dpU3A1xUoE7eGz+GnADVHujNlR4z8=
AA36mncluUVZLOIh//YPK9yQzfiY2869VwSfzDUZMf0=,EE93z4jX7ZFR0FxG3y0MZb4tIgy+2G+WVwjnUlQHUYQ=
AA36mncluUVZLOIh//YPK9yQzfiY2869VwSfzDUZMf0=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AA5ckbbGXR4+NgtZQ+2MfsMZNcVEf6aochlUyKdiHbk=,zWIricbg0YA3gP75Fo/vQFbk5ig6TwPFRiWaN2Heofo=
AA5ckbbGXR4+NgtZQ+2MfsMZNcVEf6aochlUyKdiHbk=,etbz6glQQk96n8I0TdPqYl3KvjJoBQ4zdcSCkrcvEdE=
AA5ckbbGXR4+NgtZQ+2MfsMZNcVEf6aochlUyKdiHbk=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAaTyqV5KdJY8kCUR88tfhSFYVu3FkW3ZUtgX/WFu2Y=,NzvYwv9cA1m+qAc1z5tc3GHR0PxBp5UG2nAAHz94neM=
AAaTyqV5KdJY8kCUR88tfhSFYVu3FkW3ZUtgX/WFu2Y=,+QrXMF7edJMfnHBOTWfv+0aA/1nZtMzw+AZr2YnbXlY=
AAaTyqV5KdJY8kCUR88tfhSFYVu3FkW3ZUtgX/WFu2Y=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAcjNqT0N5L6Au1rw0yEf0s9HiwOuHJw7XDeUkDgdhc=,9rKJFTEutnJCRIlcFZ9A+5MjMF1chP4aEI5BN/c2G0c=
AAcjNqT0N5L6Au1rw0yEf0s9HiwOuHJw7XDeUkDgdhc=,Eq7xRZX0X8uQc3WlKK7SqNZNGp/suKEAIH8m+T/hfRE=
AAcjNqT0N5L6Au1rw0yEf0s9HiwOuHJw7XDeUkDgdhc=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAFafyK8WLZHfPDKtTdMqTM0NHGkjvGa25DJL+yyXws=,zMrzA/28OmeXx+tywZiHxlXhI9TkCEdMc1a2Mzr3lp0=
AAFafyK8WLZHfPDKtTdMqTM0NHGkjvGa25DJL+yyXws=,P98VvlqAPWNzmy7ZW1PoLMR4tJQqW3tX6+jC7gB2+Hk=
AAFafyK8WLZHfPDKtTdMqTM0NHGkjvGa25DJL+yyXws=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAZZBUnFOKaRcdPhigFiEL5fvf/Wb9tqrNTx3n1Ccjs=,TVdsLl4AOqS8cXwljsxjhgnL5deEjuY0PjjWmPF2M+Q=
AAZZBUnFOKaRcdPhigFiEL5fvf/Wb9tqrNTx3n1Ccjs=,UsnMWjTvrdgmf73fup/f7k5Axml3ozunBuqXs3JpxKU=
AAZZBUnFOKaRcdPhigFiEL5fvf/Wb9tqrNTx3n1Ccjs=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AABHFcgq5aL0whFJMYgme+igU6U0u9qumK9VLpMrC7M=,fxg2Iqb+jSRxqV5ZKgLLnGdypEn7WkPlrduI7KNfYoM=
AABHFcgq5aL0whFJMYgme+igU6U0u9qumK9VLpMrC7M=,GV8hISe7rPDlQUSVHoGZSvearFKP6+Bbg7D1fxxgYOI=
AABHFcgq5aL0whFJMYgme+igU6U0u9qumK9VLpMrC7M=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAX0+phNSlL3XnrfxkuLS/GdieVuLFTuwhz1gkLctF0=,ZHp/DsTTIQCUeNNi0LmNbfayrZ8v1xWEmXdNCNFSZFY=
AAX0+phNSlL3XnrfxkuLS/GdieVuLFTuwhz1gkLctF0=,FozOmXNjBkCz/xmSSPUU6IMSkPsDJTXUG1TymQY0xt0=
AAX0+phNSlL3XnrfxkuLS/GdieVuLFTuwhz1gkLctF0=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAFT499QMPin+b5Oqbt9qmQSyNs/hL9NHx0Npn1wo00=,kOF60AloyT40TwBbfoCIN9VQ+Cs5B3KVS/Wv4M9wioA=
AAFT499QMPin+b5Oqbt9qmQSyNs/hL9NHx0Npn1wo00=,Rfs/gkXt/txPGWdeYgrMUwxhz7XzCydcXpcuzgxTLIg=
AAFT499QMPin+b5Oqbt9qmQSyNs/hL9NHx0Npn1wo00=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAi/vuocpUiNUvEMNk28Pfp5s8mEMRQluPN2SoH3nms=,ILNyHlH6DoqKEvVUP1N48ZpTc308M11lv/o9mSuwpO0=
AAi/vuocpUiNUvEMNk28Pfp5s8mEMRQluPN2SoH3nms=,WuIO3hfbnHL3hTAcwDddR1WAvCuE1hOtxllqgZbJHTA=
AAi/vuocpUiNUvEMNk28Pfp5s8mEMRQluPN2SoH3nms=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAEp+wPU159KE68NP1pOVNcWK1Ffn0EIQ1IWnef1Rx0=,lQVJ4OAzyyuh3LfqQ3cVeap1H95bz9zUPEkQkfoQ2BU=
AAEp+wPU159KE68NP1pOVNcWK1Ffn0EIQ1IWnef1Rx0=,GLSNGfyyghcx59sl3aKj74xXTS210V92ONQU9lQ8qx4=
AAEp+wPU159KE68NP1pOVNcWK1Ffn0EIQ1IWnef1Rx0=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAK16zhbwa/qvrSNpVSU58MB0G/1GEIsKfTnk9/Gnk4=,ntScbBTWwRsc9o3EAi5flI3va/CgDYGU9XrFtUyXUMQ=
AAK16zhbwa/qvrSNpVSU58MB0G/1GEIsKfTnk9/Gnk4=,JAdNH69MwZeYcWUwJUnv1FzFQeUphwyxXy9lYHo94os=
AAK16zhbwa/qvrSNpVSU58MB0G/1GEIsKfTnk9/Gnk4=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAH0pF+KYCJ0AeBJnuWYfqH6mf1fDvt+60VNi1XrWds=,JPdwLiwW3NqxcQdV1FjruO6mFmHJ++roiBt36FBSy7o=
AAH0pF+KYCJ0AeBJnuWYfqH6mf1fDvt+60VNi1XrWds=,YR9P81EHioT6W5CDF01gBjIashU370A994xP1Cqlnbs=
AAH0pF+KYCJ0AeBJnuWYfqH6mf1fDvt+60VNi1XrWds=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAqEs2k5cBCClQ/UI3r++XIN0rV0V+wQLDqqj45+084=,S7vhryojvFGJfqdmYNAT7dpiyqZpDbRu/TBhgwuuGAE=
AAqEs2k5cBCClQ/UI3r++XIN0rV0V+wQLDqqj45+084=,Fv9+DYHgNLl+KF70qsK8pFR+Tid+khj6dcAzbouF14o=
AAqEs2k5cBCClQ/UI3r++XIN0rV0V+wQLDqqj45+084=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAp/wTUSyBUTZwTSgl7UIeakAKEiIwMu39Lp1Rv4DHI=,m0WoC+QjqBC7wr6Ns+DSVugZe0ceuhTT68Bzcggpyg0=
AAp/wTUSyBUTZwTSgl7UIeakAKEiIwMu39Lp1Rv4DHI=,BR0HGzWwl74dYF0A5FM+thwq/QfVOxU5KFrDTEwF+jk=
AAp/wTUSyBUTZwTSgl7UIeakAKEiIwMu39Lp1Rv4DHI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AATmmO0QnqHZCBH3itOCzoTJcxFE2XfgRVJJXDBvFhc=,3Cd+qiR6+YTiyeyZl82ZkAHNHeNOM+7PD09vayul1qw=
AATmmO0QnqHZCBH3itOCzoTJcxFE2XfgRVJJXDBvFhc=,UugcTEi9BzCuWZNBKL63uYeR8Xd0O9RUhKVcD86x4Pg=
AATmmO0QnqHZCBH3itOCzoTJcxFE2XfgRVJJXDBvFhc=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAd8xQvP6q9lQz1pbSy+lpRcy8nCnF8zaMGUZ7Xr5Qw=,HUWNsOv389saX77BUlb12SjJ8hPOmM4X+s4H718mwDk=
AAd8xQvP6q9lQz1pbSy+lpRcy8nCnF8zaMGUZ7Xr5Qw=,mhywj+tmCv2PstknNpMjlVuQdYwPRw4qngcrKqPWKq4=
AAd8xQvP6q9lQz1pbSy+lpRcy8nCnF8zaMGUZ7Xr5Qw=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAN3V1rxR03fBb5Krfq7UghOeaXwaCyhZssLDpCyZiM=,VNhsyMumkXRmQbwFUC3VuQPFOM/b0gZb70E+j/9tDmU=
AAN3V1rxR03fBb5Krfq7UghOeaXwaCyhZssLDpCyZiM=,gI4Tn3KA0AC5zBJU3ywj+TibkCFFyUmrRoAyFCVUD3Q=
AAN3V1rxR03fBb5Krfq7UghOeaXwaCyhZssLDpCyZiM=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAhk/r19SpUJJ0qTxp6Q0ozS62dyKYYMLeUagLnhWKo=,QHCmPEQ0kbePuEc0EoDgDnalwSG5v3KLraIPzr6o9ls=
AAhk/r19SpUJJ0qTxp6Q0ozS62dyKYYMLeUagLnhWKo=,VbdchQYfaGrOSkH1jkFx95rmJ6rMfTRPa/6+1TYA6t0=
AAhk/r19SpUJJ0qTxp6Q0ozS62dyKYYMLeUagLnhWKo=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAou/6R4VicFDJv9StqrA+se4kfPiZBS7aHChB1IVIw=,IY/ppttNrMOyFscbIGeLV1CHT8WgfCM5H0GpUS6augY=
AAou/6R4VicFDJv9StqrA+se4kfPiZBS7aHChB1IVIw=,35lHR2x8uLQiy2PF+cOkmgRKXZJt7u5T0asrFE5MsqE=
AAou/6R4VicFDJv9StqrA+se4kfPiZBS7aHChB1IVIw=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAKZLeiTJAdL4lRL78obQPqfT1pXUfv+0j7syYLsboY=,VP4qRl6bZSU8/wimARLmE+ecpiujAygIwParxVKm3OU=
AAKZLeiTJAdL4lRL78obQPqfT1pXUfv+0j7syYLsboY=,8hsVOoytuFD92PYtfitidv5acQuSTBQvtHJrKvhNxmM=
AAKZLeiTJAdL4lRL78obQPqfT1pXUfv+0j7syYLsboY=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAmyPEtV2+8/DmNcI5IBiniESIWHQG7R0+Cz4XgzjGo=,VCw5YP1PObRcgsDg/aZCSzVqkG4N3cuU/dWSir7sk6E=
AAmyPEtV2+8/DmNcI5IBiniESIWHQG7R0+Cz4XgzjGo=,2cZMl1jnHgbPIPXq2MFAHxGSKelWeRfVlo8FNA0Fg8M=
AAmyPEtV2+8/DmNcI5IBiniESIWHQG7R0+Cz4XgzjGo=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AA3+w08+/NK7J3GXXWT95GsuVZ+gQ7UPxjTns8/1ig4=,p/+pymD4xzT9JNHnHBGQA/fCrAvAx/2ndW/e1f0qaoU=
AA3+w08+/NK7J3GXXWT95GsuVZ+gQ7UPxjTns8/1ig4=,0M1lQTbTVDhl7H1ylzbTYtTE9XuDf5MLenvRDpWrb50=
AA3+w08+/NK7J3GXXWT95GsuVZ+gQ7UPxjTns8/1ig4=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAhBM3SnlOvNtVb5+ct4vyKBW2yFezPv9k+hzUXZIeM=,3l9V//tir0OPhwTLeW8Fxe9gTeYqvFItfBP1K+WXonI=
AAhBM3SnlOvNtVb5+ct4vyKBW2yFezPv9k+hzUXZIeM=,MPYsUBEP4m9KcWqRJ4DTTaxpWt0m/VOCET1z2Hv83Dc=
AAhBM3SnlOvNtVb5+ct4vyKBW2yFezPv9k+hzUXZIeM=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAFIVSOsZUKckuVxZ/tz9jfz93/QphP/sy7uPqo1aXQ=,Y5tWC9ne7w0xrWJJtHYcID2Mht425opdkEyWsxEnaIc=
AAFIVSOsZUKckuVxZ/tz9jfz93/QphP/sy7uPqo1aXQ=,xSGQNhu0pap+7EIqwSs+So8n1dcXj6jIzdiYQwqiI6A=
AAFIVSOsZUKckuVxZ/tz9jfz93/QphP/sy7uPqo1aXQ=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AANd7zRrl2ZrlzQLjTmRcUr9pdZh0r1iCvRavH0OaFk=,hEVkLdokg08V+yeNJSNegJXfqZHPRs39JZQOzXD03dQ=
AANd7zRrl2ZrlzQLjTmRcUr9pdZh0r1iCvRavH0OaFk=,hNO8NperCddRtMjlsVQJlg6xF5MpMI4KTXB6PNBvHD0=
AANd7zRrl2ZrlzQLjTmRcUr9pdZh0r1iCvRavH0OaFk=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AA6ZVE4pRw8Tu6RVBNF+zZZGWY/jzzPh7yb9jmY8lKQ=,QIspPzzy9t7D7t1JVVJ7lCna2+CdAEp3BSdiptxs7D8=
AA6ZVE4pRw8Tu6RVBNF+zZZGWY/jzzPh7yb9jmY8lKQ=,mi0hT+++50j7Pwa31r4yCCUYPAY2JaOOJFXbkFpmHGE=
AA6ZVE4pRw8Tu6RVBNF+zZZGWY/jzzPh7yb9jmY8lKQ=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AA5H7e63BwIbPETZOY67ckM+f7R9VcJ9FtHyP1x+T2g=,3AH6l6WOlnm/pbS2jOUM8CTdsKGS47zXXc577bamrBo=
AA5H7e63BwIbPETZOY67ckM+f7R9VcJ9FtHyP1x+T2g=,XuCyWBNqpHDMTuvSNRuAcQ/d0nPlUwCFRDR/Woe5jLA=
AA5H7e63BwIbPETZOY67ckM+f7R9VcJ9FtHyP1x+T2g=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAl7a+HjL9yyKEaeMCQTKqmgWCe1wfJnauIQM4un33U=,0nXYUK05k7WHJeuIXMQlqc83XlLR6Xt4euY3sYRrcUM=
AAl7a+HjL9yyKEaeMCQTKqmgWCe1wfJnauIQM4un33U=,FBdxmCDzq6yVAd9HAbOj9ZV/mZUS78lIeywqldOisMA=
AAl7a+HjL9yyKEaeMCQTKqmgWCe1wfJnauIQM4un33U=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAzre+d3ni+C04vQGbix1VXffHkqclTBGaT1NEme+SI=,Ly6J4OyV9Lg0yjv05UUn95mMlN2ErVnerE6V3n+S9+4=
AAzre+d3ni+C04vQGbix1VXffHkqclTBGaT1NEme+SI=,9PhLewk1BA80f5eCqCbGG1v8CkT2PoetQnO53CvoFoQ=
AAzre+d3ni+C04vQGbix1VXffHkqclTBGaT1NEme+SI=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AA3AiewTfz0WBpVB1/g7xbUoel4WCIHjUddhhwT7seo=,9aUsmYEoQbBxbplA76SI0g7jQutj4GcSAb2nbBcYNdA=
AA3AiewTfz0WBpVB1/g7xbUoel4WCIHjUddhhwT7seo=,puPAr31DFPv9hnkGFapIT6+CAaaLimlsfqOjoPSAgWQ=
AA3AiewTfz0WBpVB1/g7xbUoel4WCIHjUddhhwT7seo=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAMb5eg9IzshCWvhQoD+BswN5ME1/u2rtfH6qmV/N3Q=,UqeHFPQ0eAqeUYuv5SISt0x9x9zCrH4EN0Lo9QtBNt8=
AAMb5eg9IzshCWvhQoD+BswN5ME1/u2rtfH6qmV/N3Q=,OmohJwD6ygVcYsY+dxjdJPYa645yXdTk3ag8tEtGpeY=
AAMb5eg9IzshCWvhQoD+BswN5ME1/u2rtfH6qmV/N3Q=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AABh2FyFLz2CGghqQNgh0p1wnCIJVLAXfKTZjM7rfcc=,Eejnvo0GOtWPtNgB/80PFBE+y0CrONZRFW+QLV0jh8U=
AABh2FyFLz2CGghqQNgh0p1wnCIJVLAXfKTZjM7rfcc=,uPdx0MQuv4fHzcmAwbqQ+hD4lh2H6+pFvig0Ikz3iac=
AABh2FyFLz2CGghqQNgh0p1wnCIJVLAXfKTZjM7rfcc=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAIch2fPlAT8mDGQ2GCBD6z2LJN6JK+mF2xjxjSR0Ok=,ZN8OwBt8HaSbHRK7BB8TQuH5xMTBFrAEDpUO12mN1kc=
AAIch2fPlAT8mDGQ2GCBD6z2LJN6JK+mF2xjxjSR0Ok=,u7QBuj+WHiHOonLZhnNz74nk9PEtjKTtLybYq2wz9jU=
AAIch2fPlAT8mDGQ2GCBD6z2LJN6JK+mF2xjxjSR0Ok=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AASB12IilyKXRVzms8oEy3a8uZhjKSXNDrlKoe7bwKM=,KuXPOZXThmA2A/HhxIv8BYhVuJVfWDOUQrNuAvD3aIE=
AASB12IilyKXRVzms8oEy3a8uZhjKSXNDrlKoe7bwKM=,PgMNZLqbEEOLgx8LdOh0dMOJSvPnwTC2mU8wFfjsqhA=
AASB12IilyKXRVzms8oEy3a8uZhjKSXNDrlKoe7bwKM=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAkFXb6lUpNveMjIZugNqYzp3K2neU0CVn4yGscCK+w=,DKltIVljQFd6uitOVXFoK17ye6Yp4xqIP1yyze0GdAM=
AAkFXb6lUpNveMjIZugNqYzp3K2neU0CVn4yGscCK+w=,S5x9vOpBDeCZXiBJJUPAxiWEXog2i6SQR0b5v4dT2wc=
AAkFXb6lUpNveMjIZugNqYzp3K2neU0CVn4yGscCK+w=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AA01xtFvSmcsU77k3ybEo0tjTwYfERNKlbASOrEQCtw=,YHceSwZCHCujLY78Xvs23xY1MBJpBS/UgWIJnD6+GY4=
AA01xtFvSmcsU77k3ybEo0tjTwYfERNKlbASOrEQCtw=,EqAnnxP8KeBIy8j6TjcdDCK1bU5yXu8kVpwhaOzgwZE=
AA01xtFvSmcsU77k3ybEo0tjTwYfERNKlbASOrEQCtw=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAhd0SWN74+/NwZQ3Bb/LtNnG1s8C6M52tr0XhB0240=,gceIo9njpBt+yqy88oJ02WQuC1zJcZ6tSuGLGBQbftg=
AAhd0SWN74+/NwZQ3Bb/LtNnG1s8C6M52tr0XhB0240=,2XqR5Z2bWBgCdVMsxd6BAwT4yoo4+CrTLEnPEyFwNMI=
AAhd0SWN74+/NwZQ3Bb/LtNnG1s8C6M52tr0XhB0240=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAlQghYV5kP1qTwB9N+SdRd1x1XapIauRnHO0T5Rsdw=,SzYQ+P6fH5UE2mTPgUCohy2PcaTaBN7uRE634wV60Nk=
AAlQghYV5kP1qTwB9N+SdRd1x1XapIauRnHO0T5Rsdw=,Bkz67NJQTVjtkLuDNlMyc9i80hD3Fh4F+GGyNJ5bcIk=
AAlQghYV5kP1qTwB9N+SdRd1x1XapIauRnHO0T5Rsdw=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AASvqp2C2TNDhlqDoal85bFbPFXAHIXWOJn0usIxx6w=,2NcKHVr3F3F73TQJiJFgxyrezjuMpav7+1/IgvzBfhU=
AASvqp2C2TNDhlqDoal85bFbPFXAHIXWOJn0usIxx6w=,00Wo5mSHJWLc+PUJG0ZkfXBh7j2feUvUlb3i+s/+nrE=
AASvqp2C2TNDhlqDoal85bFbPFXAHIXWOJn0usIxx6w=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAduV07UemqUEi5yfOJcti84Ods2hiBWpXnU05wwZ8I=,uW4U/XJWnmGJ73SFbxFUZr603zWKwOzI3O06VU4NXMY=
AAduV07UemqUEi5yfOJcti84Ods2hiBWpXnU05wwZ8I=,Vw068LN2d4Qw9okMoA2JTdKhV0Vkw+/qDTC9vgdx8Ug=
AAduV07UemqUEi5yfOJcti84Ods2hiBWpXnU05wwZ8I=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AAEPRiSNrR88MdGfdxwVOR63njwl0E+7UQ5jmvvADbo=,MKo82C8+ibH77+6ny98L5e/wBGeZSfj9nihvJDWdT/s=
AAEPRiSNrR88MdGfdxwVOR63njwl0E+7UQ5jmvvADbo=,b50/5Q1KmBtVG04KL1Tnacrh8XOH/Eyb7NyzkaEKVfM=
AAEPRiSNrR88MdGfdxwVOR63njwl0E+7UQ5jmvvADbo=,1zIiDB5Kk+jjOzZaepYdjV7vBtlDcjNkxRYnr7hp+UM=
AApTFUyF1hAdmkZXqYDW5mhDcTMBTgXmPPvcDbajQx0=,Vt04N2T9hPRoGStYr2ZO27sK/yWXEPew+qKngJ1MCxc=
AApTFUyF1hAdmkZXqYDW5mhDcTMBTgXmPPvcDbajQx0=,VrVTIpL20xtSHD7SOquazrTL8WUzdYU/dE0AGGChtwg=
